sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
200133,"Al Sharpton's storefront headquarters in Harlem, the gatherings were solemn, spirited and reflected the fraught nature of what would have been the Rev.",what would have been the Rev,{},122,149,-1,-1
200134,"Ideally, Todesca said, Indec would have developed completely new surveys to calculate inflation, but to save time opted to adapt spending surveys from 2004/05.","Ideally, Todesca said, Indec would have developed completely new surveys to calculate inflation",{},0,94,-1,-1
200135,"Had Matteo Renzi, a keen student of American politics, paid more attention to the slogan invented for Bill Clintons successful presidential campaign in 1992, he might be in a better position today.","Had Matteo Renzi, a keen student of American politics, paid more attention to the slogan invented for Bill Clintons successful presidential campaign in 1992",he might be in a better position today,0,155,158,195
200136,Management estimates that front store same-store sales would have been approximately 480 basis points higher if tobacco and the estimated associated basket sales were excluded from the three months ended Sept.,if tobacco and the estimated associated basket sales were excluded from the three months ended Sept,front store same-store sales would have been approximately 480 basis points higher,109,207,26,107
200137,"What next? Is Richardson going to name Ford as his favorite president simply because he was All-American at Michigan? And if Bush had said that Roe was decided in the 80s, we'd be mocking him for weeks.",if Bush had said that Roe was decided in the 80s,we'd be mocking him for weeks,122,169,172,200
200138,That's real money you could have had if you had known your teaser rate would be extended.,if you had known your teaser rate would be extended,That's real money you could have had,37,87,0,35
200139,"How twisted is that? And besides, if the Nazis started to persecute Catholics the world would have taken action to stop it.",if the Nazis started to persecute Catholics,the world would have taken action to stop it,34,76,78,121
200140,"In fact, it appears that the information about what Cambridge had done might have never surfaced were it not for a whistleblower who revealed the behind-the-scenes actions.",were it not for a whistleblower who revealed the behind-the-scenes actions,it appears that the information about what Cambridge had done might have never surfaced,97,170,9,95
200141,If republicans truly cared about what they say they care about they would have voted for Gary Johnson.,If republicans truly cared about what they say they care about,they would have voted for Gary Johnson,0,61,63,100
200142,Many Americans wish they felt so serene.,Many Americans wish they felt so serene,{},0,38,-1,-1
200143,"Among the latter: Each was receiving Social Security survivors benefits, checks that would have stopped had they remarried.",had they remarried,"Each was receiving Social Security survivors benefits, checks that would have stopped",104,121,18,102
200144,"MEDIAWATCH -- ""Twitter says Infowars hasn't 'violated our rules.' It looks like that's not the case,"" by CNN's Oliver Darcy: ""Twitter's vice president for trust and safety, Del Harvey, told employees in an email on Wednesday that if far-right conspiracy theorist Alex Jones and his fringe media organization InfoWars had posted to Twitter the same content that led YouTube and Facebook to take action against Jones and InfoWars, Twitter would have done something too.""",if far-right conspiracy theorist Alex Jones and his fringe media organization InfoWars had posted to Twitter the same content that led YouTube and Facebook to take action against Jones and InfoWars,Twitter would have done something too,230,426,429,465
